model,original_epochs,regularized_epochs,final_loss,test_loss,test_accuracy,test_precision,test_recall,test_f1
t5,5,5,0.06133463853120804,0.5916873390650749,0.68392,0.686435602732696,0.68392,0.6828501627673008
t5,10,5,0.07799313225507737,0.5683603776347638,0.70416,0.7056783683946393,0.70416,0.7036129995331992
