model,original_epochs,regularized_epochs,final_loss,test_loss,test_accuracy,test_precision,test_recall,test_f1
albert,5,5,0.08919942138425986,0.2758090628187179,0.8854,0.8864288901056396,0.8854,0.885323666845599
