model,lambda_reg,regularized_epochs,epoch,train_loss,test_loss,test_accuracy,test_precision,test_recall,test_f1
albert,0.25,5,1,0.3425950874876976,,,,,
albert,0.25,5,2,0.34085860927820205,,,,,
albert,0.25,5,3,0.3721197834062576,,,,,
albert,0.25,5,4,0.3174178906750679,,,,,
albert,0.25,5,5,0.3319934166789055,,,,,
albert,0.25,5,final_test,,0.19343075890902023,0.92568,0.9196372239747634,0.93288,0.9262112787926926
albert,0.25,10,1,0.3360907215452194,,,,,
albert,0.25,10,2,0.3392504363822937,,,,,
albert,0.25,10,3,0.4764291668510437,,,,,
albert,0.25,10,4,0.3244119076228142,,,,,
albert,0.25,10,5,0.326275310921669,,,,,
albert,0.25,10,6,0.3312833384680748,,,,,
albert,0.25,10,7,0.32469780688524247,,,,,
albert,0.25,10,8,0.3546750989603996,,,,,
albert,0.25,10,9,0.3354959529209137,,,,,
albert,0.25,10,10,0.3405564510202408,,,,,
albert,0.25,10,final_test,,0.1827133990385077,0.93116,0.9227390383559495,0.94112,0.9318388847083052
albert,0.1,5,1,0.26906923018455503,,,,,
albert,0.1,5,2,0.2864421651315689,,,,,
albert,0.1,5,3,0.25999800038218496,,,,,
albert,0.1,5,4,0.2598404409313202,,,,,
albert,0.1,5,5,0.2878167192542553,,,,,
albert,0.1,5,final_test,,0.1753268316748623,0.93348,0.9267543514215957,0.94136,0.9340000793745287
albert,0.1,10,1,0.2812849705970287,,,,,
albert,0.1,10,2,0.2888450149142742,,,,,
albert,0.1,10,3,0.31216239218235015,,,,,
albert,0.1,10,4,0.3063909367215633,,,,,
albert,0.1,10,5,0.27779875222921374,,,,,
albert,0.1,10,6,0.2632252768445015,,,,,
albert,0.1,10,7,0.27328546828627587,,,,,
albert,0.1,10,8,0.2821830221748352,,,,,
albert,0.1,10,9,0.2689758557200432,,,,,
albert,0.1,10,10,0.2660429653763771,,,,,
albert,0.1,10,final_test,,0.16395165249365676,0.939,0.9343782157840577,0.94432,0.9393228026896908
albert,0.075,5,1,0.25989167523264883,,,,,
albert,0.075,5,2,0.24711577665627002,,,,,
albert,0.075,5,3,0.269211982973814,,,,,
albert,0.075,5,4,0.26711940198898315,,,,,
albert,0.075,5,5,0.2504191784095764,,,,,
albert,0.075,5,final_test,,0.1589186148356315,0.94252,0.9380692167577414,0.9476,0.942810522545469
albert,0.075,10,1,0.2559035357904434,,,,,
albert,0.075,10,2,0.2527015148103237,,,,,
albert,0.075,10,3,0.2530112110102177,,,,,
albert,0.075,10,4,0.25409810392856597,,,,,
albert,0.075,10,5,0.2735076962614059,,,,,
albert,0.075,10,6,0.27213218559503555,,,,,
albert,0.075,10,7,0.26323294236421585,,,,,
albert,0.075,10,8,0.2661383301359415,,,,,
albert,0.075,10,9,0.27370483731389045,,,,,
albert,0.075,10,10,0.27340177577733993,,,,,
albert,0.075,10,final_test,,0.14864516345607098,0.947,0.9403420285286469,0.95456,0.9473976735876771
albert,0.05,5,1,0.2545447834002972,,,,,
albert,0.05,5,2,0.2613975286948681,,,,,
albert,0.05,5,3,0.23967453840255737,,,,,
albert,0.05,5,4,0.2451813570225239,,,,,
albert,0.05,5,5,0.2578838092648983,,,,,
albert,0.05,5,final_test,,0.1429976933917015,0.94896,0.9438468838975008,0.95472,0.9492523067133312
albert,0.05,10,1,0.26874019611120226,,,,,
albert,0.05,10,2,0.25973468114852905,,,,,
albert,0.05,10,3,0.2538489134693146,,,,,
albert,0.05,10,4,0.2573917770206928,,,,,
albert,0.05,10,5,0.23676340951681138,,,,,
albert,0.05,10,6,0.2614068474560976,,,,,
albert,0.05,10,7,0.2760974799513817,,,,,
albert,0.05,10,8,0.2671255105417967,,,,,
albert,0.05,10,9,0.27276898245334624,,,,,
albert,0.05,10,10,0.26774046701431276,,,,,
albert,0.05,10,final_test,,0.13451375765740867,0.95288,0.9468034727703236,0.95968,0.9531982518871672
albert,0.025,5,1,0.2319520543897152,,,,,
albert,0.025,5,2,0.3121534394693375,,,,,
albert,0.025,5,3,0.24226494637429713,,,,,
albert,0.025,5,4,0.2248831472915411,,,,,
albert,0.025,5,5,0.2219159685254097,,,,,
albert,0.025,5,final_test,,0.1298367459018925,0.95508,0.9512891709639032,0.95928,0.9552678749253137
albert,0.025,10,1,0.23761440973401068,,,,,
albert,0.025,10,2,0.23077843949615956,,,,,
albert,0.025,10,3,0.22384632086873055,,,,,
albert,0.025,10,4,0.21561215041637422,,,,,
albert,0.025,10,5,0.2341553406393528,,,,,
albert,0.025,10,6,0.24208721493303775,,,,,
albert,0.025,10,7,0.22981589789807796,,,,,
albert,0.025,10,8,0.22452043523967266,,,,,
albert,0.025,10,9,0.22496074270546437,,,,,
albert,0.025,10,10,0.2248356942909956,,,,,
albert,0.025,10,final_test,,0.1198328279902633,0.9598,0.9568396788808521,0.96304,0.9599298273593557
albert,0.01,5,1,0.19757846006721258,,,,,
albert,0.01,5,2,0.2040670765286684,,,,,
albert,0.01,5,3,0.19068362451285123,,,,,
albert,0.01,5,4,0.18844226014733315,,,,,
albert,0.01,5,5,0.1803983052879572,,,,,
albert,0.01,5,final_test,,0.11524812674482954,0.96072,0.9591771647265189,0.9624,0.960785879722067
albert,0.01,10,1,0.19299197782754898,,,,,
albert,0.01,10,2,0.1945635670170188,,,,,
albert,0.01,10,3,0.20193917960137128,,,,,
albert,0.01,10,4,0.19743014320403338,,,,,
albert,0.01,10,5,0.19006783401191235,,,,,
albert,0.01,10,6,0.20319184870123863,,,,,
albert,0.01,10,7,0.21245050023257733,,,,,
albert,0.01,10,8,0.19114882441967726,,,,,
albert,0.01,10,9,0.19559772623181343,,,,,
albert,0.01,10,10,0.19116179937392475,,,,,
albert,0.01,10,final_test,,0.10593993536012529,0.96644,0.9652118407404452,0.96776,0.9664842408021411
albert,0.005,5,1,0.18373123590290547,,,,,
albert,0.005,5,2,0.17941761143296958,,,,,
albert,0.005,5,3,0.1763994989617169,,,,,
albert,0.005,5,4,0.17010800406068563,,,,,
albert,0.005,5,5,0.1736769272825122,,,,,
albert,0.005,5,final_test,,0.10202156922017878,0.96792,0.9677703134996801,0.96808,0.9679251319788834
albert,0.005,10,1,0.18306406452178955,,,,,
albert,0.005,10,2,0.17806909874513746,,,,,
albert,0.005,10,3,0.1808389426577091,,,,,
albert,0.005,10,4,0.17642562093764544,,,,,
albert,0.005,10,5,0.17828170751214029,,,,,
albert,0.005,10,6,0.18347189874649047,,,,,
albert,0.005,10,7,0.1730569530671835,,,,,
albert,0.005,10,8,0.17827875530481338,,,,,
albert,0.005,10,9,0.17495554789632559,,,,,
albert,0.005,10,10,0.1791664383482933,,,,,
albert,0.005,10,final_test,,0.09451299808987655,0.97088,0.9705035971223022,0.97128,0.970891643342663
bert,1,5,1,0.721569707956314,,,,,
bert,1,5,2,0.6958521453475952,,,,,
bert,1,5,3,0.691542732925415,,,,,
bert,1,5,4,0.6866821465110778,,,,,
bert,1,5,5,0.6822982694244385,,,,,
bert,1,5,final_test,,0.532117028497231,0.82224,0.7732329398996066,0.91192,0.8368695396813743
bert,1,10,1,0.6809139620399475,,,,,
bert,1,10,2,0.6701762657546997,,,,,
bert,1,10,3,0.6539317570400238,,,,,
bert,1,10,4,0.6416736759853363,,,,,
bert,1,10,5,0.6376172870540618,,,,,
bert,1,10,6,0.6413298648262024,,,,,
bert,1,10,7,0.6528215209293365,,,,,
bert,1,10,8,0.6540329749679565,,,,,
bert,1,10,9,0.6562144265174866,,,,,
bert,1,10,10,0.6566346729660034,,,,,
bert,1,10,final_test,,0.3707562085057556,0.84732,0.8071453837990803,0.91272,0.8566923221325324
bert,0.75,5,1,0.5927230988311768,,,,,
bert,0.75,5,2,0.6076142448329925,,,,,
bert,0.75,5,3,0.6118753335094452,,,,,
bert,0.75,5,4,0.6112660955905914,,,,,
bert,0.75,5,5,0.6135337304401398,,,,,
bert,0.75,5,final_test,,0.33777614403098954,0.8644,0.8448145344436033,0.8928,0.868144690781797
bert,0.75,10,1,0.613534416437149,,,,,
bert,0.75,10,2,0.6142272947406768,,,,,
bert,0.75,10,3,0.6127431087207794,,,,,
bert,0.75,10,4,0.6104934399795532,,,,,
bert,0.75,10,5,0.6100790297317504,,,,,
bert,0.75,10,6,0.612650375995636,,,,,
bert,0.75,10,7,0.6104417632961273,,,,,
bert,0.75,10,8,0.6102808660984039,,,,,
bert,0.75,10,9,0.6097932315731048,,,,,
bert,0.75,10,10,0.6110264237880707,,,,,
bert,0.75,10,final_test,,0.3313522715591042,0.86988,0.8588838003570597,0.8852,0.8718433597289524
bert,0.5,5,1,0.5287903507328033,,,,,
bert,0.5,5,2,0.5321438068675994,,,,,
bert,0.5,5,3,0.5338097377300263,,,,,
bert,0.5,5,4,0.5294403872966766,,,,,
bert,0.5,5,5,0.531093012418747,,,,,
bert,0.5,5,final_test,,0.3077572084574824,0.87408,0.8598030163127116,0.89392,0.8765296517100721
bert,0.5,10,1,0.5321558154773712,,,,,
bert,0.5,10,2,0.5306963399696351,,,,,
bert,0.5,10,3,0.5310665221977234,,,,,
bert,0.5,10,4,0.5316449691486359,,,,,
bert,0.5,10,5,0.5294181003665924,,,,,
bert,0.5,10,6,0.528676766963005,,,,,
bert,0.5,10,7,0.5277066149425507,,,,,
bert,0.5,10,8,0.5275973465108872,,,,,
bert,0.5,10,9,0.5271202011394501,,,,,
bert,0.5,10,10,0.5288282922744751,,,,,
bert,0.5,10,final_test,,0.29695736791197297,0.88004,0.8703516020893428,0.89312,0.8815888182571959
bert,0.25,5,1,0.43307969621658327,,,,,
bert,0.25,5,2,0.4347016842889786,,,,,
bert,0.25,5,3,0.43578431876182555,,,,,
bert,0.25,5,4,0.4341012924766541,,,,,
bert,0.25,5,5,0.4329413807630539,,,,,
bert,0.25,5,final_test,,0.28492843677955354,0.88208,0.868917040012359,0.89992,0.884146820718384
bert,0.25,10,1,0.43470194684505464,,,,,
bert,0.25,10,2,0.4367026508617401,,,,,
bert,0.25,10,3,0.4329488045692444,,,,,
bert,0.25,10,4,0.4331341365528107,,,,,
bert,0.25,10,5,0.43156115886688234,,,,,
bert,0.25,10,6,0.4324828141450882,,,,,
bert,0.25,10,7,0.4317726480913162,,,,,
bert,0.25,10,8,0.4293665257024765,,,,,
bert,0.25,10,9,0.42910377773284913,,,,,
bert,0.25,10,10,0.4302701989841461,,,,,
bert,0.25,10,final_test,,0.2752652645810619,0.88732,0.8777405008972459,0.9,0.8887308922858158
bert,0.1,5,1,0.37188605155467985,,,,,
bert,0.1,5,2,0.3692524079751968,,,,,
bert,0.1,5,3,0.3699104993510246,,,,,
bert,0.1,5,4,0.3674410274362564,,,,,
bert,0.1,5,5,0.36692528192043306,,,,,
bert,0.1,5,final_test,,0.2691549473291386,0.88768,0.87859375,0.89968,0.8890118577075099
bert,0.1,10,1,0.36855488055229185,,,,,
bert,0.1,10,2,0.37183446087360383,,,,,
bert,0.1,10,3,0.36885628675460813,,,,,
bert,0.1,10,4,0.3649948151016235,,,,,
bert,0.1,10,5,0.36479116316080096,,,,,
bert,0.1,10,6,0.3625346865463257,,,,,
bert,0.1,10,7,0.36368957569599153,,,,,
bert,0.1,10,8,0.3655531274032593,,,,,
bert,0.1,10,9,0.3624237584090233,,,,,
bert,0.1,10,10,0.36256585847616196,,,,,
bert,0.1,10,final_test,,0.261102137233888,0.892,0.8838921968035098,0.90256,0.8931285623812539
bert,0.075,5,1,0.35605081030368807,,,,,
bert,0.075,5,2,0.3547298310446739,,,,,
bert,0.075,5,3,0.3547068495106697,,,,,
bert,0.075,5,4,0.352371483912468,,,,,
bert,0.075,5,5,0.34898265760660174,,,,,
bert,0.075,5,final_test,,0.2578474773291882,0.89304,0.8832293291731669,0.90584,0.894391785150079
bert,0.075,10,1,0.3518444167327881,,,,,
bert,0.075,10,2,0.35161154632091524,,,,,
bert,0.075,10,3,0.357439506046772,,,,,
bert,0.075,10,4,0.35037385553359984,,,,,
bert,0.075,10,5,0.3491829866170883,,,,,
bert,0.075,10,6,0.34821766396522524,,,,,
bert,0.075,10,7,0.3506002341580391,,,,,
bert,0.075,10,8,0.34508227063655855,,,,,
bert,0.075,10,9,0.3455085372567177,,,,,
bert,0.075,10,10,0.34567853229522705,,,,,
bert,0.075,10,final_test,,0.2504452650690891,0.89804,0.8885591565794612,0.91024,0.8992689191859317
bert,0.05,5,1,0.3362479639840126,,,,,
bert,0.05,5,2,0.33727787853479385,,,,,
bert,0.05,5,3,0.334482016043663,,,,,
bert,0.05,5,4,0.3344081462073326,,,,,
bert,0.05,5,5,0.33346416515827176,,,,,
bert,0.05,5,final_test,,0.2473325135188698,0.9002,0.8920761815189279,0.91056,0.9012233263391266
bert,0.05,10,1,0.33623455773949623,,,,,
bert,0.05,10,2,0.33551757668733595,,,,,
bert,0.05,10,3,0.3349609518861771,,,,,
bert,0.05,10,4,0.3366856532549858,,,,,
bert,0.05,10,5,0.333046589577198,,,,,
bert,0.05,10,6,0.3329986717104912,,,,,
bert,0.05,10,7,0.3331594005179405,,,,,
bert,0.05,10,8,0.32970847965955735,,,,,
bert,0.05,10,9,0.32778036702394486,,,,,
bert,0.05,10,10,0.328564078643322,,,,,
bert,0.05,10,final_test,,0.24056524422403452,0.90208,0.8945054945054945,0.91168,0.9030110935023772
bert,0.025,5,1,0.3209398696041107,,,,,
bert,0.025,5,2,0.3220977635729313,,,,,
bert,0.025,5,3,0.3201917611849308,,,,,
bert,0.025,5,4,0.31784354308605195,,,,,
bert,0.025,5,5,0.3196799478173256,,,,,
bert,0.025,5,final_test,,0.23828035175397524,0.90328,0.8927847904004986,0.91664,0.904555143285703
bert,0.025,10,1,0.31786582679510117,,,,,
bert,0.025,10,2,0.3210741322493553,,,,,
bert,0.025,10,3,0.3194205328273773,,,,,
bert,0.025,10,4,0.3187687710952759,,,,,
bert,0.025,10,5,0.3190848053240776,,,,,
bert,0.025,10,6,0.3148813837814331,,,,,
bert,0.025,10,7,0.31678141317486763,,,,,
bert,0.025,10,8,0.312277067899704,,,,,
bert,0.025,10,9,0.31120389309644697,,,,,
bert,0.025,10,10,0.31029636325120924,,,,,
bert,0.025,10,final_test,,0.23148497003526858,0.90592,0.896158650843223,0.91824,0.9070649596965387
bert,0.01,5,1,0.30912124566197396,,,,,
bert,0.01,5,2,0.3092656044661999,,,,,
bert,0.01,5,3,0.30752860404133797,,,,,
bert,0.01,5,4,0.301845776181221,,,,,
bert,0.01,5,5,0.30353293754339217,,,,,
bert,0.01,5,final_test,,0.22928079756594102,0.90756,0.8972939249785542,0.92048,0.9087390909449907
bert,0.01,10,1,0.3089807469975948,,,,,
bert,0.01,10,2,0.3097850625669956,,,,,
bert,0.01,10,3,0.30823143535494807,,,,,
bert,0.01,10,4,0.3076273132073879,,,,,
bert,0.01,10,5,0.3048831716191769,,,,,
bert,0.01,10,6,0.3034517957985401,,,,,
bert,0.01,10,7,0.29928060451865196,,,,,
bert,0.01,10,8,0.30303360611081126,,,,,
bert,0.01,10,9,0.30163551463007926,,,,,
bert,0.01,10,10,0.29745762459635733,,,,,
bert,0.01,10,final_test,,0.2221762222510191,0.91064,0.90315739868049,0.91992,0.9114616360177552
bert,0.005,5,1,0.3032125536131859,,,,,
bert,0.005,5,2,0.30188793737888336,,,,,
bert,0.005,5,3,0.2987823786997795,,,,,
bert,0.005,5,4,0.29990323497891425,,,,,
bert,0.005,5,5,0.2962805683660507,,,,,
bert,0.005,5,final_test,,0.22063070732292195,0.91152,0.9033244472322408,0.92168,0.9124099152609487
bert,0.005,10,1,0.30004172922968864,,,,,
bert,0.005,10,2,0.30180864923477174,,,,,
bert,0.005,10,3,0.3020032639861107,,,,,
bert,0.005,10,4,0.2993657487618923,,,,,
bert,0.005,10,5,0.2955084180319309,,,,,
bert,0.005,10,6,0.2974564390015602,,,,,
bert,0.005,10,7,0.2933494056117535,,,,,
bert,0.005,10,8,0.293075211673975,,,,,
bert,0.005,10,9,0.291054946693182,,,,,
bert,0.005,10,10,0.29417576613903046,,,,,
bert,0.005,10,final_test,,0.21456468740915516,0.91416,0.9060392156862745,0.92416,0.915009900990099
