model,lambda_reg,regularized_epochs,epoch,train_loss,test_loss,test_accuracy,test_precision,test_recall,test_f1
distilbert,0.01,5,final_test,,0.25938768761461306,0.89496,0.8933237731038878,0.89704,0.8951780296982277
distilbert,0.01,10,1,0.31155006687402725,,,,,
distilbert,0.01,10,2,0.3120283750510216,,,,,
distilbert,0.01,10,3,0.3129672540390491,,,,,
distilbert,0.01,10,4,0.30966618576049804,,,,,
distilbert,0.01,10,5,0.309601266835928,,,,,
distilbert,0.01,10,6,0.307967282743454,,,,,
distilbert,0.01,10,7,0.3081866798520088,,,,,
distilbert,0.01,10,8,0.3061581558454037,,,,,
distilbert,0.01,10,9,0.3071223572528362,,,,,
distilbert,0.01,10,10,0.306452816208601,,,,,
distilbert,0.01,10,final_test,,0.2551535925370899,0.89628,0.896438575430172,0.89608,0.89625925185037
distilbert,0.005,5,1,0.3073866621541977,,,,,
distilbert,0.005,5,2,0.30730981252670286,,,,,
distilbert,0.005,5,3,0.3057692485737801,,,,,
distilbert,0.005,5,4,0.30332660756111146,,,,,
distilbert,0.005,5,5,0.3025259938418865,,,,,
distilbert,0.005,5,final_test,,0.2541935501166727,0.89696,0.8938720431814574,0.90088,0.8973623396286556
distilbert,0.005,10,1,0.30648171693086623,,,,,
distilbert,0.005,10,2,0.306138335916996,,,,,
distilbert,0.005,10,3,0.30493123320102694,,,,,
distilbert,0.005,10,4,0.3065602017700672,,,,,
distilbert,0.005,10,5,0.3042928167104721,,,,,
distilbert,0.005,10,6,0.30207642746567726,,,,,
distilbert,0.005,10,7,0.3000174445605278,,,,,
distilbert,0.005,10,8,0.29968693919062617,,,,,
distilbert,0.005,10,9,0.29897716205596925,,,,,
distilbert,0.005,10,10,0.2990621629369259,,,,,
distilbert,0.005,10,final_test,,0.24977872663660788,0.89948,0.8993841478045269,0.8996,0.8994920609526856
roberta,1,5,1,0.7384057746601105,,,,,
roberta,1,5,2,0.6849658194160462,,,,,
roberta,1,5,3,0.6899540723228454,,,,,
roberta,1,5,4,0.6941008641815185,,,,,
roberta,1,5,5,0.6938606782531739,,,,,
roberta,1,5,final_test,,0.6628562893840035,0.88792,0.901673293571902,0.8708,0.8859677681914374
roberta,1,10,1,0.6934569822311402,,,,,
roberta,1,10,2,0.693249515914917,,,,,
roberta,1,10,3,0.6931473764038086,,,,,
roberta,1,10,4,0.6931547047615051,,,,,
roberta,1,10,5,0.6931518442726136,,,,,
roberta,1,10,6,0.6931497916221618,,,,,
roberta,1,10,7,0.6931553800582886,,,,,
roberta,1,10,8,0.6931536894989013,,,,,
roberta,1,10,9,0.6931591895294189,,,,,
roberta,1,10,10,0.6931567865562439,,,,,
roberta,1,10,final_test,,0.6906318481503888,0.83672,0.764583857178778,0.97304,0.8563080822303576
roberta,0.75,5,1,0.6824386745071411,,,,,
roberta,0.75,5,2,0.6709253944969177,,,,,
roberta,0.75,5,3,0.6666662576103211,,,,,
roberta,0.75,5,4,0.6650950795936584,,,,,
roberta,0.75,5,5,0.6650332610321045,,,,,
roberta,0.75,5,final_test,,0.5232977961128672,0.88908,0.8949248883475437,0.88168,0.8882530727382631
roberta,0.75,10,1,0.6653516207695007,,,,,
roberta,0.75,10,2,0.6645663300132751,,,,,
roberta,0.75,10,3,0.6647026475715637,,,,,
roberta,0.75,10,4,0.6643510024833679,,,,,
roberta,0.75,10,5,0.6642219955825805,,,,,
roberta,0.75,10,6,0.6639790994453431,,,,,
roberta,0.75,10,7,0.6643489742660522,,,,,
roberta,0.75,10,8,0.6642954657745361,,,,,
roberta,0.75,10,9,0.6642895004463196,,,,,
roberta,0.75,10,10,0.6642698308181763,,,,,
roberta,0.75,10,final_test,,0.5382463645073213,0.8918,0.8706015891032917,0.9204,0.8948084775422905
roberta,0.5,5,1,0.6085023968315124,,,,,
roberta,0.5,5,2,0.583826084022522,,,,,
roberta,0.5,5,3,0.5738211194229126,,,,,
roberta,0.5,5,4,0.569032742805481,,,,,
roberta,0.5,5,5,0.568839866733551,,,,,
roberta,0.5,5,final_test,,0.34336373567705114,0.89472,0.887832101870775,0.9036,0.8956466576798033
roberta,0.5,10,1,0.5680675747585296,,,,,
roberta,0.5,10,2,0.5640597211647034,,,,,
roberta,0.5,10,3,0.5639137470531463,,,,,
roberta,0.5,10,4,0.5606467415428161,,,,,
roberta,0.5,10,5,0.5592385283088684,,,,,
roberta,0.5,10,6,0.5582349081230163,,,,,
roberta,0.5,10,7,0.5581204384422302,,,,,
roberta,0.5,10,8,0.5578449087333679,,,,,
roberta,0.5,10,9,0.5576239470481873,,,,,
roberta,0.5,10,10,0.5581043047904968,,,,,
roberta,0.5,10,final_test,,0.35838468523930833,0.89756,0.8810674028065333,0.9192,0.8997298461297522
roberta,0.25,5,1,0.46476971793174743,,,,,
roberta,0.25,5,2,0.45163771468639374,,,,,
roberta,0.25,5,3,0.44605395562648775,,,,,
roberta,0.25,5,4,0.4426514102125168,,,,,
roberta,0.25,5,5,0.44185882687568667,,,,,
roberta,0.25,5,final_test,,0.269619508636299,0.89988,0.8911495422177009,0.91104,0.9009850073183274
roberta,0.25,10,1,0.4412125580453873,,,,,
roberta,0.25,10,2,0.4420143045473099,,,,,
roberta,0.25,10,3,0.44108070244312286,,,,,
roberta,0.25,10,4,0.43808230477809906,,,,,
roberta,0.25,10,5,0.4370479912900925,,,,,
roberta,0.25,10,6,0.43743167458534243,,,,,
roberta,0.25,10,7,0.4347722085905075,,,,,
roberta,0.25,10,8,0.4364311347913742,,,,,
roberta,0.25,10,9,0.4370192702388763,,,,,
roberta,0.25,10,10,0.43368245253562926,,,,,
roberta,0.25,10,final_test,,0.26248738358139284,0.90216,0.8910844873191225,0.91632,0.9035260708369488
roberta,0.1,5,1,0.37369034465312956,,,,,
roberta,0.1,5,2,0.3719403809309006,,,,,
roberta,0.1,5,3,0.3704689453101158,,,,,
roberta,0.1,5,4,0.37073615595817566,,,,,
roberta,0.1,5,5,0.36602460743904114,,,,,
roberta,0.1,5,final_test,,0.24911413302434154,0.90288,0.8909330849247011,0.91816,0.9043416594437003
roberta,0.1,10,1,0.3704686931705475,,,,,
roberta,0.1,10,2,0.37042502027988433,,,,,
roberta,0.1,10,3,0.3683219423103333,,,,,
roberta,0.1,10,4,0.368555922908783,,,,,
roberta,0.1,10,5,0.36767782041072844,,,,,
roberta,0.1,10,6,0.3666771552491188,,,,,
roberta,0.1,10,7,0.36706183935165404,,,,,
roberta,0.1,10,8,0.36868058790922165,,,,,
roberta,0.1,10,9,0.3663817167186737,,,,,
roberta,0.1,10,10,0.36712693841218946,,,,,
roberta,0.1,10,final_test,,0.24507515509186822,0.90476,0.8943799204926339,0.91792,0.9059970784476292
roberta,0.075,5,1,0.3548928895664215,,,,,
roberta,0.075,5,2,0.3543596411013603,,,,,
roberta,0.075,5,3,0.35483628957748414,,,,,
roberta,0.075,5,4,0.35606700060129165,,,,,
roberta,0.075,5,5,0.35711801990270614,,,,,
roberta,0.075,5,final_test,,0.24253236545817075,0.90516,0.8948927875243665,0.91816,0.9063770977295162
roberta,0.075,10,1,0.35563324649333955,,,,,
roberta,0.075,10,2,0.3541695668768883,,,,,
roberta,0.075,10,3,0.35679614889144895,,,,,
roberta,0.075,10,4,0.3581762298989296,,,,,
roberta,0.075,10,5,0.3549363921356201,,,,,
roberta,0.075,10,6,0.35365737311601636,,,,,
roberta,0.075,10,7,0.35429086419343947,,,,,
roberta,0.075,10,8,0.3529031115961075,,,,,
roberta,0.075,10,9,0.3532557358193398,,,,,
roberta,0.075,10,10,0.35059252219676973,,,,,
roberta,0.075,10,final_test,,0.2401174586507601,0.90556,0.8952210181648086,0.91864,0.90677932641055
roberta,0.05,5,1,0.34391326206684114,,,,,
roberta,0.05,5,2,0.340271521859169,,,,,
roberta,0.05,5,3,0.3429987292051315,,,,,
roberta,0.05,5,4,0.3418767382645607,,,,,
roberta,0.05,5,5,0.3403575383043289,,,,,
roberta,0.05,5,final_test,,0.23786023298936276,0.90612,0.898000784006272,0.91632,0.9070679073450801
roberta,0.05,10,1,0.3401022350430489,,,,,
roberta,0.05,10,2,0.34286621250867844,,,,,
roberta,0.05,10,3,0.34091775465488433,,,,,
roberta,0.05,10,4,0.3422624223780632,,,,,
roberta,0.05,10,5,0.341643124089241,,,,,
roberta,0.05,10,6,0.339722272837162,,,,,
roberta,0.05,10,7,0.3422920051908493,,,,,
roberta,0.05,10,8,0.3402921600413322,,,,,
roberta,0.05,10,9,0.3388232723450661,,,,,
roberta,0.05,10,10,0.33838746873378756,,,,,
roberta,0.05,10,final_test,,0.23624029297081328,0.90596,0.8963524174021714,0.91808,0.9070861162707979
roberta,0.025,5,1,0.32772945783615115,,,,,
roberta,0.025,5,2,0.32914855571985246,,,,,
roberta,0.025,5,3,0.3279979759764671,,,,,
roberta,0.025,5,4,0.33064954548716546,,,,,
roberta,0.025,5,5,0.32807868496656417,,,,,
roberta,0.025,5,final_test,,0.23554143248011505,0.9066,0.8974118382985378,0.91816,0.9076673652576219
roberta,0.025,10,1,0.3291175608420372,,,,,
roberta,0.025,10,2,0.3267085055398941,,,,,
roberta,0.025,10,3,0.3295577142894268,,,,,
roberta,0.025,10,4,0.3287898656272888,,,,,
roberta,0.025,10,5,0.32732612911939624,,,,,
roberta,0.025,10,6,0.3262452474665642,,,,,
roberta,0.025,10,7,0.3260057375216484,,,,,
roberta,0.025,10,8,0.3253058315038681,,,,,
roberta,0.025,10,9,0.3251505268526077,,,,,
roberta,0.025,10,10,0.326259319062233,,,,,
roberta,0.025,10,final_test,,0.233409864346837,0.90716,0.8973378093527988,0.91952,0.9082934924335216
roberta,0.01,5,1,0.3199884151363373,,,,,
roberta,0.01,5,2,0.3166555219495297,,,,,
roberta,0.01,5,3,0.3181035988473892,,,,,
roberta,0.01,5,4,0.3175592165195942,,,,,
roberta,0.01,5,5,0.32124374871730804,,,,,
roberta,0.01,5,final_test,,0.23232394524403654,0.9074,0.897572019673667,0.91976,0.9085305622505828
roberta,0.01,10,1,0.3186457011735439,,,,,
roberta,0.01,10,2,0.31655628182053563,,,,,
roberta,0.01,10,3,0.31808990773916246,,,,,
roberta,0.01,10,4,0.31985957201838494,,,,,
roberta,0.01,10,5,0.32027641012907027,,,,,
roberta,0.01,10,6,0.3198116744887829,,,,,
roberta,0.01,10,7,0.31674751222491265,,,,,
roberta,0.01,10,8,0.3165908448421955,,,,,
roberta,0.01,10,9,0.31841488520145417,,,,,
roberta,0.01,10,10,0.3191612220299244,,,,,
roberta,0.01,10,final_test,,0.2311948170284821,0.90792,0.8979241454658967,0.92048,0.909062179031366
roberta,0.005,5,1,0.31618532509326935,,,,,
roberta,0.005,5,2,0.3178501582479477,,,,,
roberta,0.005,5,3,0.31387101925611494,,,,,
roberta,0.005,5,4,0.31215970824599265,,,,,
roberta,0.005,5,5,0.31409672814249995,,,,,
roberta,0.005,5,final_test,,0.2299566938098215,0.90832,0.898376522010615,0.9208,0.9094500632111252
