model,lambda_reg,regularized_epochs,epoch,train_loss,test_loss,test_accuracy,test_precision,test_recall,test_f1
deberta,0.025,10,3,0.48992350513234734,,,,,
deberta,0.025,10,4,0.49502631501480937,,,,,
deberta,0.025,10,5,0.4747148338666558,,,,,
deberta,0.025,10,6,0.5006029095532,,,,,
deberta,0.025,10,7,0.466507006938532,,,,,
deberta,0.025,10,8,0.49561117109894753,,,,,
deberta,0.025,10,9,0.4667878937765211,,,,,
deberta,0.025,10,10,0.47146960462234916,,,,,
deberta,0.025,10,final_test,,0.2687075628742203,0.88812,0.9011825022740428,0.87184,0.886268450372057
deberta,0.01,5,1,0.4635026144449413,,,,,
deberta,0.01,5,2,0.4699553388286382,,,,,
deberta,0.01,5,3,0.4551148030715808,,,,,
deberta,0.01,5,4,0.4502673345385119,,,,,
deberta,0.01,5,5,0.44072357885167,,,,,
deberta,0.01,5,final_test,,0.26737374088950455,0.88912,0.8982967572879136,0.8776,0.8878277759792813
deberta,0.01,10,1,0.46444534638650714,,,,,
deberta,0.01,10,2,0.45969630770891906,,,,,
deberta,0.01,10,3,0.46458519743986426,,,,,
deberta,0.01,10,4,0.4589630943128094,,,,,
deberta,0.01,10,5,0.46407527508251367,,,,,
deberta,0.01,10,6,0.4826452272114903,,,,,
deberta,0.01,10,7,0.4514281519924477,,,,,
deberta,0.01,10,8,0.4470890583264455,,,,,
deberta,0.01,10,9,0.4571202672884241,,,,,
deberta,0.01,10,10,0.4458576220099628,,,,,
deberta,0.01,10,final_test,,0.26499309151494876,0.88988,0.8992381420496437,0.87816,0.8885740883150525
deberta,0.005,5,1,0.44989117519408467,,,,,
deberta,0.005,5,2,0.4686743965291977,,,,,
deberta,0.005,5,3,0.44582720898002387,,,,,
deberta,0.005,5,4,0.4449854825421609,,,,,
deberta,0.005,5,5,0.439303570786044,,,,,
deberta,0.005,5,final_test,,0.26476058735234664,0.89012,0.9028500619578687,0.87432,0.8883560251981305
