model,optimizer,hidden_layers,learning_rate,epoch,train_loss,val_loss,accuracy,precision,recall,f1,best_val_loss,best_accuracy,best_f1
distilbert,adam,0_hidden,1e-05,1,0.44963462891995754,0.42337068868801,0.8498694516971279,0.722278084927977,0.8498694516971279,0.7808962781296123,0.42337068868801,0.8498694516971279,0.7808962781296123
distilbert,adam,0_hidden,1e-05,2,0.4322482368108809,0.41614512307569385,0.8498694516971279,0.722278084927977,0.8498694516971279,0.7808962781296123,0.41614512307569385,0.8498694516971279,0.7808962781296123
distilbert,adam,0_hidden,1e-05,3,0.425847273582578,0.4112361328055461,0.8498694516971279,0.722278084927977,0.8498694516971279,0.7808962781296123,0.4112361328055461,0.8498694516971279,0.7808962781296123
distilbert,adam,0_hidden,1e-05,4,0.4225383581053806,0.4066862173688908,0.8498694516971279,0.722278084927977,0.8498694516971279,0.7808962781296123,0.4066862173688908,0.8498694516971279,0.7808962781296123
distilbert,adam,0_hidden,1e-05,5,0.41748469978493125,0.4021964472097655,0.8498694516971279,0.722278084927977,0.8498694516971279,0.7808962781296123,0.4021964472097655,0.8498694516971279,0.7808962781296123
distilbert,adam,0_hidden,5e-05,1,0.4576247182550692,0.39503736995781463,0.8493553125510037,0.7214044469586133,0.8493553125510037,0.780168572326436,0.39503736995781463,0.8493553125510037,0.780168572326436
distilbert,adam,0_hidden,5e-05,2,0.39213177363337176,0.3671065140515566,0.8493553125510037,0.7214044469586133,0.8493553125510037,0.780168572326436,0.3671065140515566,0.8493553125510037,0.780168572326436
distilbert,adam,0_hidden,5e-05,3,0.3693980458666699,0.3467540111547957,0.8495185245634078,0.8721668954991797,0.8495185245634078,0.7805635017344765,0.3467540111547957,0.8495185245634078,0.7805635017344765
distilbert,adam,0_hidden,5e-05,4,0.35227483876691473,0.3322444923687726,0.8524563407866819,0.8613895687891013,0.8524563407866819,0.7881432005314546,0.3322444923687726,0.8524563407866819,0.7881432005314546
distilbert,adam,0_hidden,5e-05,5,0.3398788788747383,0.32111174186381203,0.8578423371960177,0.868580548777772,0.8578423371960177,0.800882851051681,0.32111174186381203,0.8578423371960177,0.800882851051681
distilbert,adam,0_hidden,0.0001,1,0.40363983618009597,0.3531898513643278,0.8477693144722525,0.8709460180366575,0.8477693144722525,0.7780342225321984,0.3531898513643278,0.8477693144722525,0.7780342225321984
distilbert,adam,0_hidden,0.0001,2,0.3410819569315674,0.3200998421654933,0.8628944504896626,0.865262765374933,0.8628944504896626,0.8152311747651951,0.3200998421654933,0.8628944504896626,0.8152311747651951
