model,optimizer,hidden_layers,learning_rate,epoch,train_loss,val_loss,accuracy,precision,recall,f1,best_val_loss,best_accuracy,best_f1
electra_small_discriminator,adam,0_hidden,1e-05,1,0.6312281013157598,0.5098021887242794,0.8469321148825065,0.7802140541469758,0.8469321148825065,0.7869955062366992,0.5098021887242794,0.8469321148825065,0.7869955062366992
electra_small_discriminator,adam,0_hidden,1e-05,2,0.5045137791347255,0.44012330162028473,0.8498694516971279,0.7975375742061794,0.8498694516971279,0.7815218475858324,0.44012330162028473,0.8498694516971279,0.7869955062366992
electra_small_discriminator,adam,0_hidden,1e-05,3,0.46201356700755286,0.4216816827344398,0.8498694516971279,0.722278084927977,0.8498694516971279,0.7808962781296123,0.4216816827344398,0.8498694516971279,0.7869955062366992
electra_small_discriminator,adam,0_hidden,1e-05,4,0.44432973488192645,0.4165377902487914,0.8498694516971279,0.722278084927977,0.8498694516971279,0.7808962781296123,0.4165377902487914,0.8498694516971279,0.7869955062366992
electra_small_discriminator,adam,0_hidden,1e-05,5,0.4366250391806386,0.4141570560944577,0.8498694516971279,0.722278084927977,0.8498694516971279,0.7808962781296123,0.4141570560944577,0.8498694516971279,0.7869955062366992
electra_small_discriminator,adam,0_hidden,5e-05,1,0.5361179890738454,0.4225765038281679,0.8498694516971279,0.722278084927977,0.8498694516971279,0.7808962781296123,0.4225765038281679,0.8498694516971279,0.7808962781296123
electra_small_discriminator,adam,0_hidden,5e-05,2,0.43811943706893425,0.4106097157734136,0.8498694516971279,0.722278084927977,0.8498694516971279,0.7808962781296123,0.4106097157734136,0.8498694516971279,0.7808962781296123
electra_small_discriminator,adam,0_hidden,5e-05,3,0.42613184420931743,0.3979721587772171,0.8498694516971279,0.722278084927977,0.8498694516971279,0.7808962781296123,0.3979721587772171,0.8498694516971279,0.7808962781296123
electra_small_discriminator,adam,0_hidden,5e-05,4,0.41493081544615895,0.38784060689310235,0.8501958224543081,0.8726444406369632,0.8501958224543081,0.781685400838618,0.38784060689310235,0.8501958224543081,0.781685400838618
electra_small_discriminator,adam,0_hidden,5e-05,5,0.4062662500469865,0.37863191589713097,0.8498694516971279,0.7977320432089284,0.8498694516971279,0.7821417971259536,0.37863191589713097,0.8501958224543081,0.7821417971259536
electra_small_discriminator,adam,0_hidden,0.0001,1,0.46730562316997865,0.4145287494175136,0.8501958224543081,0.8726444406369632,0.8501958224543081,0.781685400838618,0.4145287494175136,0.8501958224543081,0.781685400838618
electra_small_discriminator,adam,0_hidden,0.0001,2,0.41793974557059865,0.38761640060693026,0.8492167101827677,0.7726270917754284,0.8492167101827677,0.7818116606040282,0.38761640060693026,0.8501958224543081,0.7818116606040282
