model,epoch,train_loss,val_loss,test_loss,test_accuracy,test_precision,test_recall,test_f1
electra_small_discriminator,1,0.6195762533258339,0,,,,,
electra_small_discriminator,2,0.5735694005446639,0,,,,,
electra_small_discriminator,3,0.5631414446419657,0,,,,,
electra_small_discriminator,4,0.5598733112053923,0.519902474115235,,,,,
electra_small_discriminator,5,0.5548009262280211,0,,,,,
electra_small_discriminator,6,0.5521642870710053,0,,,,,
electra_small_discriminator,7,0.5515185237045251,0,,,,,
electra_small_discriminator,8,0.5494096884819765,0.5016581450832707,,,,,
electra_small_discriminator,9,0.5507711075241567,0,,,,,
electra_small_discriminator,10,0.5469861608701719,0,,,,,
electra_small_discriminator,11,0.5464161689931281,0,,,,,
electra_small_discriminator,12,0.5513501429664578,0.5041150568447583,,,,,
electra_small_discriminator,13,0.5518768723584564,0,,,,,
electra_small_discriminator,14,0.5485685830191016,0,,,,,
electra_small_discriminator,15,0.5483497014544518,0,,,,,
electra_small_discriminator,16,0.5476497809473552,0.5003411471176361,,,,,
electra_small_discriminator,17,0.5480007269751621,0,,,,,
electra_small_discriminator,18,0.5442628635478493,0,,,,,
electra_small_discriminator,19,0.5489844600702811,0,,,,,
electra_small_discriminator,20,0.5473064558481606,0.49759837336747675,,,,,
electra_small_discriminator,final_test,,,0.49759837336747675,0.7562,0.7626375170039031,0.7562,0.7546968415100165
modern_bert,1,0.6023538058298334,0,,,,,
modern_bert,2,0.5138528675355747,0,,,,,
modern_bert,3,0.49169079596158866,0,,,,,
modern_bert,4,0.4889817017244362,0.45152493612989736,,,,,
modern_bert,5,0.47765277725568733,0,,,,,
modern_bert,6,0.47597513648652146,0,,,,,
modern_bert,7,0.4711786963507981,0,,,,,
modern_bert,8,0.468128125444865,0.44130876380533113,,,,,
modern_bert,9,0.46576579900902965,0,,,,,
modern_bert,10,0.46295074144198356,0,,,,,
modern_bert,11,0.4622575060743898,0,,,,,
modern_bert,12,0.46449322883166033,0.43864560595362595,,,,,
modern_bert,13,0.4611358840688253,0,,,,,
modern_bert,14,0.4605712577538542,0,,,,,
modern_bert,15,0.4626554075964582,0,,,,,
modern_bert,16,0.46327253559309933,0.4389680465081527,,,,,
modern_bert,17,0.45952168835406876,0,,,,,
modern_bert,18,0.46051175931441196,0,,,,,
modern_bert,19,0.46103512541041186,0,,,,,
modern_bert,20,0.46278130232105635,0.4358412203613147,,,,,
modern_bert,final_test,,,0.4358412203613147,0.79836,0.7984784381545217,0.79836,0.7983399950048484
