model,epochs,final_loss,test_loss,test_accuracy,test_precision,test_recall,test_f1
deberta,10,0.6501734180164337,0.6515707399082183,0.7858,0.80833061277418,0.7858,0.7818141313283747
deberta,20,0.6239812267702818,0.6229597329890728,0.82836,0.8283631964186993,0.82836,0.8283595822958795
deberta,40,0.49915096777677537,0.4467833062118292,0.83996,0.8403279266156278,0.83996,0.8399167337193226
