model,epoch,train_loss,val_loss,test_loss,test_accuracy,test_precision,test_recall,test_f1
electra_large,1,0.623029779677391,0,,,,,
electra_large,2,0.554953339266777,0,,,,,
electra_large,3,0.5365992214250564,0,,,,,
electra_large,4,0.5303905825734139,0.44010553375959394,,,,,
electra_large,5,0.5288974737596512,0,,,,,
electra_large,6,0.5260877884864807,0,,,,,
electra_large,7,0.5219840510988235,0,,,,,
electra_large,8,0.5211245078349114,0.4309318039143086,,,,,
electra_large,9,0.5179046882796288,0,,,,,
electra_large,10,0.5193321318483353,0,,,,,
electra_large,11,0.5139946194958687,0,,,,,
electra_large,12,0.5154736794424057,0.42676883450984954,,,,,
electra_large,13,0.5126915403842927,0,,,,,
electra_large,14,0.5128043211317063,0,,,,,
electra_large,15,0.5095383645439148,0,,,,,
electra_large,16,0.5154292618179321,0.4199385663115978,,,,,
electra_large,17,0.5069891019296646,0,,,,,
electra_large,18,0.509599089808464,0,,,,,
electra_large,19,0.5046884440636635,0,,,,,
electra_large,20,0.5087454621815681,0.41623267854332924,,,,,
electra_large,final_test,,,0.41623267854332924,0.81876,0.8187842398435429,0.81876,0.8187565546346011
