model,epoch,train_loss,val_loss,test_loss,test_accuracy,test_precision,test_recall,test_f1
CausalNeutralClassifier,1,0.6915473209232835,0,,0,0,0,0
CausalNeutralClassifier,2,0.6641817953978604,0,,0,0,0,0
CausalNeutralClassifier,3,0.600049405832437,0,,0,0,0,0
CausalNeutralClassifier,4,0.5898998158907021,0.5356883183836708,,0.73928,0.7552865046898974,0.73928,0.7351281227289004
CausalNeutralClassifier,5,0.5641034426059162,0,,0,0,0,0
CausalNeutralClassifier,6,0.5558324045312764,0,,0,0,0,0
CausalNeutralClassifier,7,0.5417400681755136,0,,0,0,0,0
CausalNeutralClassifier,8,0.5285210532403801,0.46008988336844087,,0.79424,0.796428306800738,0.79424,0.7938595551107054
CausalNeutralClassifier,9,0.5292977893478353,0,,0,0,0,0
CausalNeutralClassifier,10,0.5340725420589868,0,,0,0,0,0
CausalNeutralClassifier,11,0.5339985910376447,0,,0,0,0,0
CausalNeutralClassifier,12,0.540097688025034,0.4612846343908566,,0.80012,0.8012072395797132,0.80012,0.799939465053167
CausalNeutralClassifier,13,0.536962035578638,0,,0,0,0,0
CausalNeutralClassifier,14,0.5311874934232014,0,,0,0,0,0
CausalNeutralClassifier,15,0.5251301563728031,0,,0,0,0,0
CausalNeutralClassifier,16,0.522031757906699,0.4480527026658629,,0.80324,0.8065299739491978,0.80324,0.8027106252581175
CausalNeutralClassifier,17,0.5152683857058533,0,,0,0,0,0
CausalNeutralClassifier,18,0.5191123612839978,0,,0,0,0,0
CausalNeutralClassifier,19,0.5242378037382377,0,,0,0,0,0
CausalNeutralClassifier,20,0.5198487229192402,0.44897667416302883,,0.79304,0.8017355532476808,0.79304,0.7915381124833464
electra_large,1,0.6915473209232835,0,,,,,
electra_large,2,0.6641817953978604,0,,,,,
electra_large,3,0.600049405832437,0,,,,,
electra_large,4,0.5898998158907021,0.5356883183836708,,,,,
electra_large,5,0.5641034426059162,0,,,,,
electra_large,6,0.5558324045312764,0,,,,,
electra_large,7,0.5417400681755136,0,,,,,
electra_large,8,0.5285210532403801,0.46008988336844087,,,,,
electra_large,9,0.5292977893478353,0,,,,,
electra_large,10,0.5340725420589868,0,,,,,
electra_large,11,0.5339985910376447,0,,,,,
electra_large,12,0.540097688025034,0.4612846343908566,,,,,
electra_large,13,0.536962035578638,0,,,,,
electra_large,14,0.5311874934232014,0,,,,,
electra_large,15,0.5251301563728031,0,,,,,
electra_large,16,0.522031757906699,0.4480527026658629,,,,,
electra_large,17,0.5152683857058533,0,,,,,
electra_large,18,0.5191123612839978,0,,,,,
electra_large,19,0.5242378037382377,0,,,,,
electra_large,20,0.5198487229192402,0.44897667416302883,,,,,
electra_large,naive_baseline,,,0.44897667416302883,0.79304,0.8017355532476808,0.79304,0.7915381124833464
