model,epoch,train_loss,val_loss,test_loss,test_accuracy,test_precision,test_recall,test_f1
roberta_large,1,0.6839899170574132,0,,0,0,0,0
roberta_large,2,0.5634640438752684,0,,0,0,0,0
roberta_large,3,0.45055693717850986,0,,0,0,0,0
roberta_large,4,0.43287831456689446,0.37091122505684654,,0.84096,0.8670734426074627,0.84096,0.838080275577076
roberta_large,5,0.42216418416585516,0,,0,0,0,0
roberta_large,6,0.3925514979477464,0,,0,0,0,0
roberta_large,7,0.3802001643175127,0,,0,0,0,0
roberta_large,8,0.3677965644758936,0.29425231448147665,,0.88048,0.8919021118309454,0.88048,0.8796027459238664
roberta_large,9,0.3694798980415897,0,,0,0,0,0
roberta_large,10,0.36849405366739096,0,,0,0,0,0
roberta_large,11,0.372819141993062,0,,0,0,0,0
roberta_large,12,0.37725251156572187,0.2745637886884002,,0.8984,0.9026887316372321,0.8984,0.8981287617157941
roberta_large,13,0.37829913914928204,0,,0,0,0,0
roberta_large,14,0.37289533189242263,0,,0,0,0,0
roberta_large,15,0.3675058887209636,0,,0,0,0,0
roberta_large,16,0.36281265430414594,0.2722888881375183,,0.9046,0.9068569454907554,0.9046,0.9044675138668588
roberta_large,17,0.3577707842521498,0,,0,0,0,0
roberta_large,18,0.3590701955274672,0,,0,0,0,0
roberta_large,19,0.3594370574183328,0,,0,0,0,0
roberta_large,20,0.3670165504418881,0.29894105414845057,,0.8794,0.8928511452724619,0.8794,0.878358756993268
roberta_large,1,0.6839899170574132,0,,,,,
roberta_large,2,0.5634640438752684,0,,,,,
roberta_large,3,0.45055693717850986,0,,,,,
roberta_large,4,0.43287831456689446,0.37091122505684654,,,,,
roberta_large,5,0.42216418416585516,0,,,,,
roberta_large,6,0.3925514979477464,0,,,,,
roberta_large,7,0.3802001643175127,0,,,,,
roberta_large,8,0.3677965644758936,0.29425231448147665,,,,,
roberta_large,9,0.3694798980415897,0,,,,,
roberta_large,10,0.36849405366739096,0,,,,,
roberta_large,11,0.372819141993062,0,,,,,
roberta_large,12,0.37725251156572187,0.2745637886884002,,,,,
roberta_large,13,0.37829913914928204,0,,,,,
roberta_large,14,0.37289533189242263,0,,,,,
roberta_large,15,0.3675058887209636,0,,,,,
roberta_large,16,0.36281265430414594,0.2722888881375183,,,,,
roberta_large,17,0.3577707842521498,0,,,,,
roberta_large,18,0.3590701955274672,0,,,,,
roberta_large,19,0.3594370574183328,0,,,,,
roberta_large,20,0.3670165504418881,0.29894105414845057,,,,,
roberta_large,naive_baseline,,,0.29894105414845057,0.8794,0.8928511452724619,0.8794,0.878358756993268
