model,optimizer,hidden_layers,learning_rate,epoch,train_loss,val_loss,accuracy,precision,recall,f1,best_val_loss,best_accuracy,best_f1
distilbert,adamw,0_hidden,0.001,1,0.40591790073737505,0.3229982246786356,0.8648,0.8662595962713747,0.8648,0.8646405725770067,0.3229982246786356,0.8648,0.8646405725770067
distilbert,adamw,0_hidden,0.001,2,0.366365359737186,0.3067268145427108,0.8716,0.8717145302527631,0.8716,0.8715834588379323,0.3067268145427108,0.8716,0.8715834588379323
distilbert,adamw,0_hidden,0.001,3,0.36385016058526104,0.3275678579568863,0.8608,0.8687019706498952,0.8608,0.8599918150346192,0.3067268145427108,0.8716,0.8715834588379323
distilbert,adamw,0_hidden,0.001,4,0.3646093008807964,0.3302669518023729,0.8612,0.8681693342977498,0.8612,0.860485319368864,0.3067268145427108,0.8716,0.8715834588379323
distilbert,adamw,0_hidden,0.001,5,0.3620353813676371,0.31260817218124864,0.8668,0.87021031718779,0.8668,0.8664560525301129,0.3067268145427108,0.8716,0.8715834588379323
distilbert,adamw,1_hidden,1e-05,1,0.5865386846648322,0.4681044044494629,0.8296,0.8296382288487927,0.8296,0.8296,0.4681044044494629,0.8296,0.8296
distilbert,adamw,1_hidden,1e-05,2,0.44613634620110193,0.3841413507938385,0.8496,0.8496519414555219,0.8496,0.8495993262075688,0.3841413507938385,0.8496,0.8495993262075688
distilbert,adamw,1_hidden,1e-05,3,0.40190654120047886,0.3533450311034918,0.8572,0.8572596651730426,0.8572,0.8571989718385193,0.3533450311034918,0.8572,0.8571989718385193
distilbert,adamw,1_hidden,1e-05,4,0.384651263743639,0.338198700684309,0.8652,0.8652763530487803,0.8652,0.8651981667126669,0.338198700684309,0.8652,0.8651981667126669
distilbert,adamw,1_hidden,1e-05,5,0.37627824150655004,0.32966568738222124,0.864,0.86401152,0.864,0.8640007833645122,0.32966568738222124,0.8652,0.8651981667126669
distilbert,adamw,1_hidden,5e-05,1,0.4419144084821145,0.3434812474042177,0.85,0.8530282653610542,0.85,0.8496368009607662,0.3434812474042177,0.85,0.8496368009607662
distilbert,adamw,1_hidden,5e-05,2,0.36811148519615333,0.31379028603732584,0.8688,0.869569641025641,0.8688,0.8687482596849201,0.31379028603732584,0.8688,0.8687482596849201
distilbert,adamw,1_hidden,5e-05,3,0.36264685291681026,0.30945143007934095,0.8664,0.8668321025641026,0.8664,0.8663473030948008,0.30945143007934095,0.8688,0.8687482596849201
distilbert,adamw,1_hidden,5e-05,4,0.35537650383669467,0.30025361527949573,0.8752,0.87521152,0.8752,0.8752007188521406,0.30025361527949573,0.8752,0.8752007188521406
distilbert,adamw,1_hidden,5e-05,5,0.3537222040158179,0.29953737781047823,0.8716,0.8716007308916942,0.8716,0.8716002259883749,0.29953737781047823,0.8752,0.8752007188521406
distilbert,adamw,1_hidden,0.0001,1,0.41356040007836287,0.33334020319730046,0.856,0.8634585274078945,0.856,0.8553161992297559,0.33334020319730046,0.856,0.8553161992297559
distilbert,adamw,1_hidden,0.0001,2,0.3660532197125463,0.3067032756254077,0.8704,0.8710659157097954,0.8704,0.8703260453525689,0.3067032756254077,0.8704,0.8703260453525689
distilbert,adamw,1_hidden,0.0001,3,0.3594481789784299,0.30127297667115926,0.8708,0.8709141885648533,0.8708,0.8707833557777325,0.30127297667115926,0.8708,0.8707833557777325
distilbert,adamw,1_hidden,0.0001,4,0.357900131698615,0.3006216746926308,0.872,0.8721730201672406,0.872,0.8719770565264705,0.3006216746926308,0.872,0.8719770565264705
distilbert,adamw,1_hidden,0.0001,5,0.35162461332894035,0.2980613105624914,0.8788,0.8791134371844302,0.8788,0.8787843881186104,0.2980613105624914,0.8788,0.8787843881186104
distilbert,adamw,1_hidden,0.0005,1,0.4044904434248805,0.33943607501089573,0.8532,0.8634624786447826,0.8532,0.8522268860835226,0.33943607501089573,0.8532,0.8522268860835226
distilbert,adamw,1_hidden,0.0005,2,0.370620409934885,0.3121081343717873,0.8704,0.873902457560613,0.8704,0.8701307589716233,0.3121081343717873,0.8704,0.8701307589716233
distilbert,adamw,1_hidden,0.0005,3,0.3653827435829573,0.3000998234435916,0.8772,0.8772617714413391,0.8772,0.877190312232414,0.3000998234435916,0.8772,0.877190312232414
distilbert,adamw,1_hidden,0.0005,4,0.3570167007333703,0.33301991637051104,0.8532,0.8615460861815157,0.8532,0.8522832552746582,0.3000998234435916,0.8772,0.877190312232414
distilbert,adamw,1_hidden,0.0005,5,0.3530339168176469,0.30198705812096593,0.8644,0.8648094552973882,0.8644,0.8643486641134308,0.3000998234435916,0.8772,0.877190312232414
distilbert,adamw,1_hidden,0.001,1,0.40670391539252465,0.33978273562788963,0.8464,0.8590997216845104,0.8464,0.8451131788006416,0.33978273562788963,0.8464,0.8451131788006416
distilbert,adamw,1_hidden,0.001,2,0.374833763364123,0.3114503499597311,0.872,0.8725259248620145,0.872,0.8719409836065574,0.3114503499597311,0.872,0.8719409836065574
distilbert,adamw,1_hidden,0.001,3,0.36609303151741623,0.3169781719133258,0.8592,0.8665521544079291,0.8592,0.85854694146201,0.3114503499597311,0.872,0.8719409836065574
distilbert,adamw,1_hidden,0.001,4,0.3635662019479606,0.3166657077167183,0.862,0.8677248287846265,0.862,0.8614114618820502,0.3114503499597311,0.872,0.8719409836065574
distilbert,adamw,1_hidden,0.001,5,0.3616841459599634,0.29740009923130273,0.8724,0.8733788599782846,0.8724,0.8723343760819502,0.29740009923130273,0.8724,0.8723343760819502
distilbert,adamw,2_hidden,1e-05,1,0.5830530869722367,0.43539765930175783,0.8144,0.8218681679726069,0.8144,0.8132290703667814,0.43539765930175783,0.8144,0.8132290703667814
distilbert,adamw,2_hidden,1e-05,2,0.41420977796879077,0.3482669163554907,0.8564,0.8567686965187257,0.8564,0.8563758034497143,0.3482669163554907,0.8564,0.8563758034497143
distilbert,adamw,2_hidden,1e-05,3,0.38264544652269944,0.32987749102413655,0.8608,0.8613583089004162,0.8608,0.8607615060018845,0.32987749102413655,0.8608,0.8607615060018845
distilbert,adamw,2_hidden,1e-05,4,0.3715463703405526,0.323767212921381,0.8636,0.8640484021080851,0.8636,0.8635439923249701,0.323767212921381,0.8636,0.8635439923249701
distilbert,adamw,2_hidden,1e-05,5,0.36441526551246645,0.3140672527134418,0.8716,0.8719812251867061,0.8716,0.871578364644452,0.3140672527134418,0.8716,0.871578364644452
distilbert,adamw,2_hidden,5e-05,1,0.43266594810552067,0.33881350707113744,0.8536,0.8577629860160174,0.8536,0.8531268635550898,0.33881350707113744,0.8536,0.8531268635550898
distilbert,adamw,2_hidden,5e-05,2,0.3670243464173542,0.31194931621104477,0.866,0.8666818991017969,0.866,0.865920936813657,0.31194931621104477,0.866,0.865920936813657
distilbert,adamw,2_hidden,5e-05,3,0.36162636362430123,0.30292810954600574,0.8692,0.8692150940256602,0.8692,0.86920073248293,0.30292810954600574,0.8692,0.86920073248293
distilbert,adamw,2_hidden,5e-05,4,0.3594926020272904,0.30826555884331464,0.874,0.8772458585893762,0.874,0.8737607987702646,0.30292810954600574,0.874,0.8737607987702646
distilbert,adamw,2_hidden,5e-05,5,0.3519665984591676,0.300132706515491,0.8736,0.8737739957370061,0.8736,0.8735773433198899,0.300132706515491,0.874,0.8737607987702646
distilbert,adamw,2_hidden,0.0001,1,0.41412275242408114,0.3166732676655054,0.8692,0.8695422728474921,0.8692,0.8691806396639665,0.3166732676655054,0.8692,0.8691806396639665
distilbert,adamw,2_hidden,0.0001,2,0.36810222423093186,0.30209687794744966,0.8736,0.8741288128643732,0.8736,0.8735683638125709,0.30209687794744966,0.8736,0.8735683638125709
distilbert,adamw,2_hidden,0.0001,3,0.36228507279290095,0.3064996791452169,0.8708,0.8729088670815618,0.8708,0.8706441141813029,0.30209687794744966,0.8736,0.8735683638125709
distilbert,adamw,2_hidden,0.0001,4,0.356833639438947,0.30686053611785175,0.8736,0.8768992363261093,0.8736,0.8733555947059743,0.30209687794744966,0.8736,0.8735683638125709
distilbert,adamw,2_hidden,0.0001,5,0.35370856550865704,0.3140789724893868,0.8648,0.8703479679875072,0.8648,0.8642445505978038,0.30209687794744966,0.8736,0.8735683638125709
distilbert,adamw,2_hidden,0.0005,1,0.40543943678538,0.35136196560561656,0.8396,0.8542128110740314,0.8396,0.8378325061003823,0.35136196560561656,0.8396,0.8378325061003823
distilbert,adamw,2_hidden,0.0005,2,0.3748043885048893,0.3485906801789999,0.842,0.8544062312427588,0.842,0.8405181574831826,0.3485906801789999,0.842,0.8405181574831826
distilbert,adamw,2_hidden,0.0005,3,0.36715185932616395,0.30327139271348713,0.868,0.8680672094160793,0.868,0.8679885935574723,0.30327139271348713,0.868,0.8679885935574723
distilbert,adamw,2_hidden,0.0005,4,0.3627861451788081,0.3018918392047286,0.8764,0.8791227930204115,0.8764,0.8762066197526787,0.3018918392047286,0.8764,0.8762066197526787
distilbert,adamw,2_hidden,0.0005,5,0.3579994526372188,0.30088796773552895,0.8752,0.8754019057086709,0.8752,0.8751748332169272,0.30088796773552895,0.8764,0.8762066197526787
distilbert,adamw,2_hidden,0.001,1,0.40910221281672515,0.427039371073246,0.7772,0.8289808104064861,0.7772,0.7677920303045325,0.427039371073246,0.7772,0.7677920303045325
distilbert,adamw,2_hidden,0.001,2,0.37971862242362564,0.32750010253041983,0.854,0.8608236509439324,0.854,0.8532482465983728,0.32750010253041983,0.854,0.8532482465983728
distilbert,adamw,2_hidden,0.001,3,0.36957065893568924,0.30712709490284323,0.8636,0.8652454862538678,0.8636,0.8634197898243933,0.30712709490284323,0.8636,0.8634197898243933
distilbert,adamw,2_hidden,0.001,4,0.36651823908080244,0.31269227003008127,0.8708,0.8708084134453846,0.8708,0.8708007235256724,0.30712709490284323,0.8708,0.8708007235256724
distilbert,adamw,2_hidden,0.001,5,0.3637715227353904,0.30478674136847256,0.8684,0.8693067210874222,0.8684,0.8683004207787007,0.30478674136847256,0.8708,0.8708007235256724
distilbert,nadam,0_hidden,1e-05,1,0.6579477686829037,0.6179429257392883,0.7764,0.7766106508117445,0.7764,0.7763351131850812,0.6179429257392883,0.7764,0.7763351131850812
distilbert,nadam,0_hidden,1e-05,2,0.5996944613191817,0.569148139333725,0.794,0.7963343841368072,0.794,0.7935332731829574,0.569148139333725,0.794,0.7935332731829574
distilbert,nadam,0_hidden,1e-05,3,0.5610609031862682,0.5321834476470947,0.8088,0.8090872318608752,0.8088,0.8087363410986129,0.5321834476470947,0.8088,0.8087363410986129
distilbert,nadam,0_hidden,1e-05,4,0.532268676328659,0.5045701797008515,0.8164,0.8165728943951533,0.8164,0.8163608302040075,0.5045701797008515,0.8164,0.8163608302040075
