model_name,lr_schedule,lambda_schedule_mode,base_lr,epoch,train_loss,lambda_value,test_loss,accuracy,precision,recall,f1
albert,cosine_warm_restarts,piecewise,0.0005,1,0.7069052055868977,1.0,,,,,
albert,cosine_warm_restarts,piecewise,0.0005,2,0.6887800649847652,1.0,,,,,
albert,cosine_warm_restarts,piecewise,0.0005,3,0.592633468824095,0.75,,,,,
albert,cosine_warm_restarts,piecewise,0.0005,4,0.9323150145267723,0.75,0.32584775856416615,0.87308,0.8347570167252889,0.93032,0.8799515720177065
albert,cosine_warm_restarts,piecewise,0.0005,5,0.469315236395014,0.5,,,,,
albert,cosine_warm_restarts,piecewise,0.0005,6,0.43561255274029476,0.5,,,,,
albert,cosine_warm_restarts,piecewise,0.0005,7,0.40684501912566384,0.25,,,,,
albert,cosine_warm_restarts,piecewise,0.0005,8,0.36153803817255714,0.25,0.2636393546904375,0.88892,0.8602445350129677,0.92872,0.8931717638007308
albert,cosine_warm_restarts,piecewise,0.0005,9,0.3351816691777604,0.1,,,,,
albert,cosine_warm_restarts,piecewise,0.0005,10,0.3543222157793478,0.1,,,,,
albert,cosine_warm_restarts,piecewise,0.0005,11,0.30358597952264743,0.075,,,,,
albert,cosine_warm_restarts,piecewise,0.0005,12,0.353567517783805,0.075,0.2524163883390359,0.89468,0.884139219808456,0.9084,0.8961054334530245
albert,cosine_warm_restarts,piecewise,0.0005,13,0.31401626345768846,0.05,,,,,
albert,cosine_warm_restarts,piecewise,0.0005,14,0.2731317398701428,0.05,,,,,
albert,cosine_warm_restarts,piecewise,0.0005,15,0.29639647308539213,0.025,,,,,
albert,cosine_warm_restarts,piecewise,0.0005,16,0.30379534806872666,0.025,0.2641019391358347,0.8906,0.8747409624683399,0.91176,0.8928669356418192
albert,cosine_warm_restarts,piecewise,0.0005,17,0.27602956328190675,0.01,,,,,
albert,cosine_warm_restarts,piecewise,0.0005,18,0.2514060052184439,0.01,,,,,
albert,cosine_warm_restarts,piecewise,0.0005,19,0.26784553687116197,0.005,,,,,
albert,cosine_warm_restarts,piecewise,0.0005,20,0.24346711428899148,0.005,0.25374206867764965,0.89444,0.8919627951347484,0.8976,0.894772518840464
albert,cosine_warm_restarts,piecewise,0.0005,final_test,,,0.25374206867764965,0.89444,0.8919627951347484,0.8976,0.894772518840464
albert,cosine_warm_restarts,piecewise,0.00025,1,1.9311177909031023,1.0,,,,,
albert,cosine_warm_restarts,piecewise,0.00025,2,1.2801585478501982,1.0,,,,,
albert,cosine_warm_restarts,piecewise,0.00025,3,0.6114991616531587,0.75,,,,,
albert,cosine_warm_restarts,piecewise,0.00025,4,0.5361396447062416,0.75,0.29573178672191813,0.89212,0.8902157471538891,0.89456,0.8923825864889668
albert,cosine_warm_restarts,piecewise,0.00025,5,0.42565919621892256,0.5,,,,,
albert,cosine_warm_restarts,piecewise,0.00025,6,0.45803668683183857,0.5,,,,,
albert,cosine_warm_restarts,piecewise,0.00025,7,0.4147144293392307,0.25,,,,,
albert,cosine_warm_restarts,piecewise,0.00025,8,0.638241583597027,0.25,0.30258627256506043,0.8648,0.813617606602476,0.9464,0.875
albert,cosine_warm_restarts,piecewise,0.00025,9,0.44902118635783955,0.1,,,,,
albert,cosine_warm_restarts,piecewise,0.00025,10,0.3389458620798031,0.1,,,,,
albert,cosine_warm_restarts,piecewise,0.00025,11,0.4307830530342122,0.075,,,,,
