model_name,lr_schedule,lambda_schedule_mode,base_lr,epoch,train_loss,lambda_value,test_loss,accuracy,precision,recall,f1
albert,cyclic_triangular,piecewise,0.0005,1,0.6963552911923775,1.0,,,,,
albert,cyclic_triangular,piecewise,0.0005,2,0.6054193125996007,1.0,,,,,
albert,cyclic_triangular,piecewise,0.0005,3,0.4969055073351259,0.75,,,,,
albert,cyclic_triangular,piecewise,0.0005,4,0.5178676925251595,0.75,0.28821619663337483,0.88732,0.9189235960889505,0.8496,0.8829031051253274
albert,cyclic_triangular,piecewise,0.0005,5,0.42532367634414786,0.5,,,,,
albert,cyclic_triangular,piecewise,0.0005,6,0.43975281728740234,0.5,,,,,
albert,cyclic_triangular,piecewise,0.0005,7,0.3536369974986529,0.25,,,,,
albert,cyclic_triangular,piecewise,0.0005,8,0.38310126730038885,0.25,0.2549728484632434,0.89476,0.8993283159342883,0.88904,0.8941545641066904
albert,cyclic_triangular,piecewise,0.0005,9,0.33091650741152173,0.1,,,,,
albert,cyclic_triangular,piecewise,0.0005,10,0.3203850563279498,0.1,,,,,
albert,cyclic_triangular,piecewise,0.0005,11,0.35037651449746987,0.075,,,,,
albert,cyclic_triangular,piecewise,0.0005,12,0.29198857006198004,0.075,0.24849508472218376,0.89748,0.8986600336997512,0.896,0.8973280455073508
albert,cyclic_triangular,piecewise,0.0005,13,0.29207253885846907,0.05,,,,,
albert,cyclic_triangular,piecewise,0.0005,14,0.28443095081569825,0.05,,,,,
albert,cyclic_triangular,piecewise,0.0005,15,0.2910687432279399,0.025,,,,,
albert,cyclic_triangular,piecewise,0.0005,16,0.32765825532772413,0.025,0.24866848889266405,0.89716,0.8871558917569992,0.91008,0.8984717450539037
albert,cyclic_triangular,piecewise,0.0005,17,0.25908920296866467,0.01,,,,,
albert,cyclic_triangular,piecewise,0.0005,18,0.26535082700938195,0.01,,,,,
albert,cyclic_triangular,piecewise,0.0005,19,0.255831679168395,0.005,,,,,
albert,cyclic_triangular,piecewise,0.0005,20,0.26895528863960555,0.005,0.24819298440999257,0.89724,0.8920028420304729,0.90392,0.8979218818293796
albert,cyclic_triangular,piecewise,0.0005,final_test,,,0.24819298440999257,0.89724,0.8920028420304729,0.90392,0.8979218818293796
albert,cyclic_triangular,piecewise,0.00025,1,1.319780618314627,1.0,,,,,
albert,cyclic_triangular,piecewise,0.00025,2,0.6741623929960943,1.0,,,,,
albert,cyclic_triangular,piecewise,0.00025,3,0.6233589295500452,0.75,,,,,
