model_name,lr_schedule,lambda_schedule_mode,base_lr,epoch,train_loss,lambda_value,test_loss,accuracy,precision,recall,f1
albert,cyclic_triangular2,piecewise,0.0005,1,0.7021266183865352,1.0,,,,,
albert,cyclic_triangular2,piecewise,0.0005,2,0.6281366668598666,1.0,,,,,
albert,cyclic_triangular2,piecewise,0.0005,3,0.5237468322613875,0.75,,,,,
albert,cyclic_triangular2,piecewise,0.0005,4,0.5505391178951764,0.75,0.2616820819211155,0.89452,0.889257242086984,0.90128,0.8952282569827963
albert,cyclic_triangular2,piecewise,0.0005,5,0.41182593861147904,0.5,,,,,
albert,cyclic_triangular2,piecewise,0.0005,6,0.4147881134267198,0.5,,,,,
albert,cyclic_triangular2,piecewise,0.0005,7,0.3550739452166582,0.25,,,,,
albert,cyclic_triangular2,piecewise,0.0005,8,0.39630279295809057,0.25,0.2520051286719687,0.89664,0.8900251730648207,0.90512,0.8975091226400127
albert,cyclic_triangular2,piecewise,0.0005,9,0.3056991267722918,0.1,,,,,
albert,cyclic_triangular2,piecewise,0.0005,10,0.302441740936468,0.1,,,,,
albert,cyclic_triangular2,piecewise,0.0005,11,0.28826322322157205,0.075,,,,,
albert,cyclic_triangular2,piecewise,0.0005,12,0.29166847881423075,0.075,0.248784484604513,0.89788,0.8975301734473663,0.89832,0.897924913038263
albert,cyclic_triangular2,piecewise,0.0005,13,0.2768412517218047,0.05,,,,,
albert,cyclic_triangular2,piecewise,0.0005,14,0.28122159712116684,0.05,,,,,
albert,cyclic_triangular2,piecewise,0.0005,15,0.26353065398541387,0.025,,,,,
albert,cyclic_triangular2,piecewise,0.0005,16,0.2622156154581239,0.025,0.24825763326169242,0.89816,0.8966369142492827,0.90008,0.8983551580964548
albert,cyclic_triangular2,piecewise,0.0005,17,0.25561675548515334,0.01,,,,,
albert,cyclic_triangular2,piecewise,0.0005,18,0.25599056669294606,0.01,,,,,
albert,cyclic_triangular2,piecewise,0.0005,19,0.252485375751289,0.005,,,,,
albert,cyclic_triangular2,piecewise,0.0005,20,0.2509216666007111,0.005,0.2480529485620744,0.8978,0.897196261682243,0.89856,0.8978776130141094
albert,cyclic_triangular2,piecewise,0.0005,final_test,,,0.2480529485620744,0.8978,0.897196261682243,0.89856,0.8978776130141094
albert,cyclic_triangular2,piecewise,0.00025,1,0.7564866326019998,1.0,,,,,
albert,cyclic_triangular2,piecewise,0.00025,2,0.6107704457913311,1.0,,,,,
albert,cyclic_triangular2,piecewise,0.00025,3,0.5065124975285008,0.75,,,,,
albert,cyclic_triangular2,piecewise,0.00025,4,0.4958160374783127,0.75,0.2559400439341043,0.89528,0.881485484867202,0.91336,0.8971397139713971
albert,cyclic_triangular2,piecewise,0.00025,5,0.48207565699718885,0.5,,,,,
albert,cyclic_triangular2,piecewise,0.00025,6,0.5413271693735647,0.5,,,,,
albert,cyclic_triangular2,piecewise,0.00025,7,0.41764911119745696,0.25,,,,,
albert,cyclic_triangular2,piecewise,0.00025,8,0.45899362644741953,0.25,0.2521478300050177,0.89532,0.8807304106633793,0.91448,0.8972879626358962
albert,cyclic_triangular2,piecewise,0.00025,9,0.2991497553575138,0.1,,,,,
albert,cyclic_triangular2,piecewise,0.00025,10,0.31230669156412855,0.1,,,,,
albert,cyclic_triangular2,piecewise,0.00025,11,0.2906597453531209,0.075,,,,,
albert,cyclic_triangular2,piecewise,0.00025,12,0.2900460815475449,0.075,0.24775550045104017,0.89672,0.891397000789266,0.90352,0.8974175605880016
albert,cyclic_triangular2,piecewise,0.00025,13,0.2721826189691564,0.05,,,,,
albert,cyclic_triangular2,piecewise,0.00025,14,0.2660210597271044,0.05,,,,,
albert,cyclic_triangular2,piecewise,0.00025,15,0.2542889689715604,0.025,,,,,
albert,cyclic_triangular2,piecewise,0.00025,16,0.2520739815328377,0.025,0.24718612543368618,0.89796,0.8963429208827982,0.9,0.8981677378148578
albert,cyclic_triangular2,piecewise,0.00025,17,0.24429857080429315,0.01,,,,,
albert,cyclic_triangular2,piecewise,0.00025,18,0.24292221014469537,0.01,,,,,
albert,cyclic_triangular2,piecewise,0.00025,19,0.23877080161331826,0.005,,,,,
albert,cyclic_triangular2,piecewise,0.00025,20,0.23816496044664298,0.005,0.24700271694486578,0.89776,0.8973785166240409,0.89824,0.8978090516552055
albert,cyclic_triangular2,piecewise,0.00025,final_test,,,0.24700271694486578,0.89776,0.8973785166240409,0.89824,0.8978090516552055
albert,cyclic_triangular2,piecewise,0.0001,1,0.9026978314876252,1.0,,,,,
albert,cyclic_triangular2,piecewise,0.0001,2,0.6026297622358502,1.0,,,,,
albert,cyclic_triangular2,piecewise,0.0001,3,0.4940612429963879,0.75,,,,,
albert,cyclic_triangular2,piecewise,0.0001,4,0.571036049754133,0.75,0.25436381958377374,0.89388,0.8766735521383214,0.91672,0.896249657815494
albert,cyclic_triangular2,piecewise,0.0001,5,0.4412668346691345,0.5,,,,,
albert,cyclic_triangular2,piecewise,0.0001,6,0.4634943460891892,0.5,,,,,
albert,cyclic_triangular2,piecewise,0.0001,7,0.3567671360339557,0.25,,,,,
albert,cyclic_triangular2,piecewise,0.0001,8,0.388232400224938,0.25,0.25020241651681663,0.89508,0.8820298599829813,0.91216,0.896841939670429
albert,cyclic_triangular2,piecewise,0.0001,9,0.28781936701413385,0.1,,,,,
albert,cyclic_triangular2,piecewise,0.0001,10,0.2925283022830293,0.1,,,,,
albert,cyclic_triangular2,piecewise,0.0001,11,0.27138503083884147,0.075,,,,,
albert,cyclic_triangular2,piecewise,0.0001,12,0.2751285673303247,0.075,0.2471855431741493,0.89704,0.8927666983222539,0.90248,0.8975970719287077
albert,cyclic_triangular2,piecewise,0.0001,13,0.2615595278368878,0.05,,,,,
albert,cyclic_triangular2,piecewise,0.0001,14,0.2625234543428693,0.05,,,,,
albert,cyclic_triangular2,piecewise,0.0001,15,0.24590906021748302,0.025,,,,,
albert,cyclic_triangular2,piecewise,0.0001,16,0.2434331456977476,0.025,0.2471428520498429,0.89788,0.8968956986673051,0.89912,0.8980064719747514
albert,cyclic_triangular2,piecewise,0.0001,17,0.23301952508750703,0.01,,,,,
albert,cyclic_triangular2,piecewise,0.0001,18,0.23276598602342666,0.01,,,,,
albert,cyclic_triangular2,piecewise,0.0001,19,0.23245785328763957,0.005,,,,,
albert,cyclic_triangular2,piecewise,0.0001,20,0.23103732125320003,0.005,0.24707961249953553,0.89776,0.8969977642925583,0.89872,0.8978580562659845
albert,cyclic_triangular2,piecewise,0.0001,final_test,,,0.24707961249953553,0.89776,0.8969977642925583,0.89872,0.8978580562659845
albert,cyclic_triangular2,exponential,0.0005,1,0.5352628352936841,0.39716411736214075,,,,,
albert,cyclic_triangular2,exponential,0.0005,2,0.38741765972596287,0.3154786722400966,,,,,
albert,cyclic_triangular2,exponential,0.0005,3,0.39222174516795005,0.2505936168136362,,,,,
albert,cyclic_triangular2,exponential,0.0005,4,0.42801380342424333,0.19905358527674866,0.25508959855650737,0.89408,0.9151356817798753,0.86872,0.8913239760321761
albert,cyclic_triangular2,exponential,0.0005,5,0.388234866104939,0.158113883008419,,,,,
